TYPEDEVEILLE	THEMATIQUE	SECTION	DOMAINE	SOUSDOMAINE	Enrichment_GPT_Matching_Themes
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Protections liées à la maladie, à l'accident, à l'invalidité ou au décès - Dispositions générales applicables à la fonction publique	Conseil médical et médecins agréées	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Protections liées à la maladie, à l'accident, à l'invalidité ou au décès - Dispositions générales applicables à la fonction publique	Congés maladie	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Protections liées à la maladie, à l'accident, à l'invalidité ou au décès - Dispositions générales applicables à la fonction publique	Congés de longue durée	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Protections liées à la maladie, à l'accident, à l'invalidité ou au décès - Dispositions générales applicables à la fonction publique	Congés de longue maladie	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Protections liées à la maladie, à l'accident, à l'invalidité ou au décès - Dispositions générales applicables à la fonction publique	Accidents de service et maladies professionnelles	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Protections liées à la maladie, à l'accident, à l'invalidité ou au décès - Dispositions générales applicables à la fonction publique	Temps partiel thérapeutique	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Registre des accidents bénins	Dispositions générales	
Santé Sécurité au Travail (SST)	Prévention / Protection	Accidents du travail et maladies professionnels	Registre des accidents bénins	Dispositions spécifiques aux travailleurs agricoles	
Santé Sécurité au Travail (SST)	Prévention / Protection	Compte professionnel de prévention - Version antérieure (2014 + version abandonnée 2016)	Accords en faveur de la prévention de la pénibilité		
Santé Sécurité au Travail (SST)	Prévention / Protection	Compte professionnel de prévention - Version antérieure (2014 + version abandonnée 2016)	Déclaration des expositions		
Santé Sécurité au Travail (SST)	Prévention / Protection	Compte professionnel de prévention - Version antérieure (2014 + version abandonnée 2016)	Facteurs de risques professionnels		
Santé Sécurité au Travail (SST)	Prévention / Protection	Compte professionnel de prévention - Version antérieure (2014 + version abandonnée 2016)	Financement du compte personnel de prévention de la pénibilité		
Santé Sécurité au Travail (SST)	Prévention / Protection	Compte professionnel de prévention - Version antérieure (2014 + version abandonnée 2016)	Gestion du compte, contrôle et réclamations		
Santé Sécurité au Travail (SST)	Prévention / Protection	Compte professionnel de prévention - Version antérieure (2014 + version abandonnée 2016)	Déclarations des expositions aux ACD		
Santé Sécurité au Travail (SST)	Prévention / Protection	Droit de retrait - Droit d'alerte	Droit de retrait		
Santé Sécurité au Travail (SST)	Prévention / Protection	Droit de retrait - Droit d'alerte	Droit d'alerte en matière de santé publique et d'environnement		
Santé Sécurité au Travail (SST)	Prévention / Protection	Droit de retrait - Droit d'alerte	Lanceurs d'alerte		
Santé Sécurité au Travail (SST)	Prévention / Protection	Droit de retrait - Droit d'alerte	Principes des droits d'alerte / droits de retrait		
Santé Sécurité au Travail (SST)	Prévention / Protection	Interdiction de fumer	Affichage pour les zones fumeurs et non-fumeurs		
Santé Sécurité au Travail (SST)	Prévention / Protection	Interdiction de fumer	Mise à disposition d'emplacement pour les fumeurs		
Santé Sécurité au Travail (SST)	Prévention / Protection	Interdiction de fumer	Principe		
Santé Sécurité au Travail (SST)	Prévention / Protection	Obligations de l'employeur	Aide à la gestion de la santé et la sécurité au travail		
Santé Sécurité au Travail (SST)	Prévention / Protection	Obligations de l'employeur	Document unique d'évaluation des risques		
Santé Sécurité au Travail (SST)	Prévention / Protection	Obligations de l'employeur	Règlement intérieur		
Santé Sécurité au Travail (SST)	Prévention / Protection	Obligations de l'employeur	Mise à disposition de boissons		
Santé Sécurité au Travail (SST)	Prévention / Protection	Obligations des travailleurs	Disposition générale		
Santé Sécurité au Travail (SST)	Prévention / Protection	Mesures spécifiques à la fonction publique	Dispositif de signalement des actes de violence, de discrimination, de harcèlement moral ou sexuel et des agissements sexistes		
Santé Sécurité au Travail (SST)	Prévention / Protection	Sanctions	Infractions commises par l'employeur ou son délégataire		
Santé Sécurité au Travail (SST)	Prévention / Protection	Sanctions	Infractions commises par une personne autre que l'employeur ou son délégataire		
Santé Sécurité au Travail (SST)	Prévention / Protection	Sanctions	Dispositions particulières aux personnes morales		
Santé Sécurité au Travail (SST)	Produits explosifs	Acquisition / Détention			
Santé Sécurité au Travail (SST)	Produits explosifs	Emploi	Agriculture et Bâtiments - Travaux publics		
Santé Sécurité au Travail (SST)	Produits explosifs	Emploi	Dispositions générales		
Santé Sécurité au Travail (SST)	Produits explosifs	Identification / Traçabilité des produits explosifs			
Santé Sécurité au Travail (SST)	Produits explosifs	Installation / Dépôt mobile			
Santé Sécurité au Travail (SST)	Produits explosifs	Mise sur le marché			
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Champ d'application		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Dispositions administratives		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Encadrement et formation		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Étude de sécurité		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Exigences de sécurité - Caractéristiques générales		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Implantation des installations et des postes de travail		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Installations électriques et précaution contre l'électricité statique		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Issues et dégagements		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Mesures générales de sécurité		
Santé Sécurité au Travail (SST)	Produits explosifs	Prévention du risque pyrotechnique	Transport de substances ou d'objets explosifs		
Santé Sécurité au Travail (SST)	Produits explosifs	Transport			
Santé Sécurité au Travail (SST)	Produits explosifs	Production, vente et mouvements transfrontaliers des produits explosifs			
Santé Sécurité au Travail (SST)	Protection contre l’exposition à des sources naturelles de rayonnements ionisants	Réduction de l’exposition au radon	Dispositions générales		
Santé Sécurité au Travail (SST)	Protection contre l’exposition à des sources naturelles de rayonnements ionisants	Réduction de l’exposition au radon	Gestion du radon dans les établissements recevant du public		
Santé Sécurité au Travail (SST)	Protection contre l’exposition à des sources naturelles de rayonnements ionisants	Réduction de l’exposition des personnes aux rayonnements gamma émis par les matériaux de construction dans les bâtiments			
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Evaluation des risques	Dispositions générales		
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Evaluation des risques	Valeurs limites d'exposition professionnelle (VLEP)		
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Information et formation des travailleurs	Dispositions générales		
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Mesures et moyens de prévention	Dispositions générales		
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Prévention des rayonnements optiques	Définitions		
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Prévention des rayonnements optiques	Principes de prévention		
Santé Sécurité au Travail (SST)	Rayonnement optique artificiel	Suivi individuel de l'état de santé	Suivi des travailleurs		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Activité d'impression	Impression sur support métallique		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Activité d'impression	Prévention du risque chimique		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Activité de soudage	Soudage à l'arc électrique et coupage		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Activité de tréfilage	Tréfilage		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Activités liées aux panneaux solaires ou photovoltaïques	Pose, maintenance et dépose		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Amiante	Dépose des matériaux en amiante-ciment utilisés en enveloppe des bâtiments ou accessoires extérieurs		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Amiante	Industries chimiques		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Amiante	Risque amiante		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Amiante	Travaux sur canalisations enterrées en amiante-ciment		
Santé Sécurité au Travail (SST)	Recommandations CRAM	Appareil de protection respiratoire	Appareils portés dans les usines chimiques		
